300,325 
301,592 
304,584 
308,593 
309,480 
318,673 
324,599 
325,327 
325,557 
327,546 
328,417 
331,514 
332,431 
332,570 
333,621 
335,554 
335,695 
336,394 
337,384 
337,631 
338,418 
341,493 
341,678 
342,669 
343,310 
343,317 
343,647 
344,376 
344,488 
344,582 
347,374 
347,409 
347,449 
347,689 
349,403 
353,613 
353,655 
355,367 
356,661 
359,617 
361,342 
361,494 
362,370 
364,360 
364,605 
365,522 
368,384 
369,475 
369,580 
373,407 
374,482 
377,362 
378,611 
378,365 
379,348 
382,328 
383,373 
388,370 
389,623 
392,362 
392,618 
393,638 
399,642 
401,328 
405,308 
414,323 
415,691 
416,630 
418,644 
418,693 
419,355 
419,669 
422,316 
423,330 
430,343 
443,669 
446,666 
450,346 
466,653 
466,656 
487,341 
502,651 
503,346 
507,349 
515,314 
517,626 
518,685 
519,699 
521,340 
525,667 
534,650 
547,331 
549,336 
553,342 
563,340 
563,347 
564,666 
569,665 
570,659 
575,324 
576,319 
579,666 
582,636 
588,310 
589,370 
593,633 
599,340 
601,352 
604,373 
605,646 
607,356 
608,620 
611,622 
612,607 
619,600 
623,363 
625,416 
625,577 
627,604 
628,384 
628,392 
629,517 
631,640 
632,392 
634,604 
634,643 
635,382 
635,576 
637,404 
639,515 
639,577 
640,375 
641,397 
645,595 
646,338 
646,607 
648,397 
650,355 
650,640 
650,672 
651,378 
653,414 
655,357 
655,634 
656,574 
658,355 
660,319 
660,359 
662,516 
662,641 
666,452 
666,574 
666,675 
667,428 
672,628 
673,392 
673,537 
674,622 
675,413 
677,577 
679,409 
680,666 
681,341 
682,345 
685,338 
685,482 
691,424 
693,577 
697,496 
699,595 
