153,409 
158,660 
160,325 
161,413 
161,417 
161,803 
164,587 
165,409 
169,271 
169,348 
170,741 
170,424 
170,593 
177,471 
181,777 
181,825 
183,653 
183,692 
184,360 
185,554 
186,539 
187,344 
187,673 
187,720 
188,643 
189,347 
189,766 
190,164 
190,360 
191,247 
191,375 
191,577 
192,244 
192,639 
193,497 
193,655 
194,475 
195,273 
196,606 
197,677 
198,269 
198,364 
199,312 
200,331 
201,180 
201,199 
203,247 
205,653 
208,232 
208,784 
211,497 
212,259 
212,798 
212,809 
214,204 
214,524 
214,580 
214,758 
215,478 
217,668 
216,804 
220,490 
220,596 
221,750 
221,812 
222,185 
222,347 
223,176 
224,734 
224,823 
226,787 
227,765 
228,196 
228,199 
229,199 
235,247 
235,800 
238,212 
239,765 
239,802 
240,449 
240,774 
242,204 
244,237 
245,226 
245,765 
248,248 
249,807 
253,830 
256,175 
260,830 
261,787 
262,151 
262,798 
263,164 
270,150 
271,842 
282,821 
300,811 
300,816 
304,186 
305,182 
307,815 
333,210 
335,796 
337,217 
342,201 
348,170 
349,175 
349,213 
366,810 
374,823 
378,190 
394,806 
401,168 
401,778 
402,826 
409,209 
415,200 
415,792 
418,207 
419,157 
419,825 
423,172 
437,811 
437,186 
448,197 
462,181 
464,812 
467,813 
477,833 
480,196 
480,222 
482,189 
484,166 
485,159 
491,813 
515,825 
519,786 
527,808 
567,197 
570,194 
575,192 
576,200 
577,796 
578,808 
582,835 
586,181 
586,201 
587,174 
591,151 
593,782 
593,842 
594,835 
598,803 
600,814 
649,181 
659,795 
650,797 
653,204 
654,811 
656,208 
659,795 
659,823 
661,172 
665,154 
665,847 
669,171 
676,800 
684,187 
691,193 
692,807 
693,187 
669,171 
694,813 
705,180 
706,812 
718,822 
724,185 
727,816 
734,197 
735,794 
737,207 
743,798 
744,188 
745,844 
751,800 
751,750 
752,755 
754,752 
754,783 
754,845 
756,185 
756,763 
760,783 
761,184 
762,759 
762,821 
765,205 
765,213 
770,184 
771,199 
772,215 
776,235 
771,199 
777,251 
777,791 
778,243 
779,513 
781,208 
781,402 
781,406 
781,416 
782,762 
783,189 
786,247 
786,730 
787,327 
789,347 
789,747 
790,236 
791,267 
793,261 
794,482 
795,410 
795,665 
797,213 
798,506 
798,727 
800,319 
800,663 
802,231 
802,679 
802,758 
803,401 
803,548 
804,838 
805,159 
805,645 
806,212 
806,519 
806,592 
807,279 
808,270 
808,617 
809,837 
809,840 
810,196 
810,710 
812,645 
813,160 
813,328 
813,689 
814,620 
815,301 
815,363 
816,373 
818,598 
818,661 
819,664 
819,845 
819,849 
820,468 
822,242 
823,249 
823,567 
823,836 
824,528 
827,412 
828,402 
829,737 
830,497 
830,821 
831,175 
831,480 
832,730 
833,185 
837,743 
840,265 
840,726 
842,809 
846,821 
847,187 
848,410 
